Iteration,Mean Reward,Policy Loss,Value Loss,Entropy
1,-3.7816666666666676,-0.009804103618686591,1.0965789377689361,1.02800695002079
2,-5.613500000000003,-0.029948532783115902,0.705439422527949,1.012113031744957
3,-5.601553398058254,-0.044856609458050416,0.6096515839298566,0.9826166580120722
4,-4.296809523809525,-0.04231288627100487,0.5046437124411265,0.9729213049014409
5,-5.117050000000002,-0.04315051125983397,0.5934808641672135,0.9649250249067942
6,-4.396542056074767,-0.03777306853638341,0.5874219740430514,0.9680948833624522
7,-4.996509433962267,-0.04104517648981224,0.4716466248035431,0.9777895182371139
8,-4.519074074074076,-0.04232935454929247,0.45986769944429395,0.9473542700211207
9,-4.683301886792454,-0.04075208165838073,0.3782931630810102,0.938630786538124
10,-4.6499038461538476,-0.04722430158047549,0.42863748520612716,0.9119203150272369
11,-4.279045454545456,-0.04148824397707358,0.444956828157107,0.9410505791505178
12,-4.479019607843138,-0.045432460967761774,0.39395387669404347,0.9380383014678955
13,-4.3865094339622654,-0.04278267383003064,0.28995348562796913,0.9139855335156123
14,-4.8258181818181844,-0.03652758895962809,0.40161568274100623,0.926618625720342
15,-5.344600000000002,-0.04890796223577733,0.2627492375671864,0.893746413787206
16,-5.25555,-0.04626970236980318,0.39019019256035486,0.9258039067188899
17,-5.316095238095239,-0.047317949154724676,0.5413782735665639,0.9092226584752401
18,-4.544414414414416,-0.04303074508206919,0.4205123806993167,0.8765639473994573
19,-4.3780660377358505,-0.0442752544186078,0.5213805943727493,0.8631955136855444
20,-3.9955309734513293,-0.04296764784958214,0.43254281679789225,0.8761374066273372
21,-5.078666666666669,-0.038504617502136775,0.3238099341591199,0.8600001355012258
22,-4.269027777777779,-0.047165913670323786,0.38505999147892,0.8856155753135682
23,-4.482500000000001,-0.04479698959815626,0.39070718735456467,0.8611053705215455
24,-4.565045045045046,-0.04268228785755734,0.5709665069977442,0.8549624353647232
25,-4.519285714285716,-0.03968456475219379,0.41398742149273554,0.8536162237326305
26,-4.368495145631069,-0.04776730048470199,0.32721407860517504,0.8550522714853287
27,-4.974375000000001,-0.04031817962531932,0.3764691154162089,0.8457339346408844
28,-4.681700000000002,-0.04027334687804493,0.4140041430791219,0.8332156389951706
29,-4.872179487179489,-0.04076895062656452,0.41449028452237446,0.8434345374504725
30,-4.726116504854371,-0.04502884020348574,0.4091036463777224,0.8671511640151341
31,-4.407820512820514,-0.04925646940246224,0.44071707874536514,0.8249653488397598
32,-4.564428571428573,-0.04254686431959272,0.3790546307961146,0.8330933302640915
33,-4.637590909090911,-0.04043614058755338,0.4128406077623367,0.8171268333991368
34,-4.0858771929824576,-0.038656137389868186,0.38935205787420274,0.8342923611402512
35,-4.578932038834951,-0.03761977252045957,0.4024146571755409,0.8380277822415034
36,-4.128035714285716,-0.040426368501114966,0.4627634714047114,0.8560138662656148
37,-4.717523809523811,-0.04389457444461489,0.5432685742775599,0.8533069580793381
38,-4.357589285714288,-0.03522968360897115,0.4749598229924838,0.8598578989505767
39,-4.082385321100918,-0.04516859771501913,0.6568485587835312,0.8614121735095978
40,-4.420183486238533,-0.038230466780563195,0.6179540202021598,0.8912286917368571
41,-4.3744954128440385,-0.036972567778623976,0.49008749177058536,0.8716770142316819
42,-4.608872549019609,-0.03895272371203949,0.5341529086232185,0.884811129172643
43,-4.4723500000000005,-0.04934589491070559,0.5455785850683849,0.8872856438159943
44,-5.037453703703706,-0.039025085122557354,0.3881793707609177,0.8679191807905833
45,-3.797032520325204,-0.04791566127775392,0.30341503769159317,0.8885195016860962
46,-4.37480198019802,-0.04611116436329515,0.3289800008138021,0.885336231191953
47,-4.573243243243244,-0.04563107079981516,0.4384242057800293,0.877803240219752
48,-4.59159090909091,-0.044673567288555205,0.6255215118328731,0.8767260173956554
49,-4.517594339622643,-0.04369705893914215,0.4312127992510796,0.8732044686873753
50,-4.53317757009346,-0.04650232274240504,0.42870415896177294,0.8618121951818466
51,-4.239152542372883,-0.043677873769775034,0.5018601338068645,0.8777465025583903
52,-4.385350000000001,-0.044039233479027946,0.39251630554596584,0.8763145605723063
53,-4.629598214285715,-0.04222920307268699,0.46058757255474725,0.8556054631868998
54,-4.258113207547171,-0.05006705822973648,0.4300076132019361,0.8698507924874623
55,-4.346491228070176,-0.040717539830317645,0.612026360630989,0.8685208211342493
56,-4.754230769230771,-0.0461339334724471,0.3240489840507507,0.8502281536658605
57,-4.614050000000002,-0.044051943405065686,0.4048488462964694,0.8445617526769638
58,-5.47801801801802,-0.04137342159131852,0.48419179320335387,0.8513658990462621
59,-4.049541284403671,-0.04163771963988741,0.41695921470721564,0.830061137676239
60,-5.344900000000003,-0.04062219917153319,0.5208061918616295,0.823145592212677
61,-4.346074766355142,-0.011059057174457444,0.4908112364510695,0.8158618152141571
62,-4.205466101694917,-0.024791326486350348,0.49695572853088377,0.8111632297436396
63,-4.3249038461538465,-0.042759556568974705,0.5091828415791194,0.832328525185585
64,-4.312991071428573,-0.033154764228189984,0.4156850005189578,0.8393928090731303
65,-4.184684684684687,-0.03316026465424026,0.4800150235493978,0.8214416325092315
66,-4.279870689655174,-0.0369049830774505,0.48967261562744774,0.8547052005926769
67,-4.034567307692309,-0.04003432231353751,0.477536649008592,0.8205757121245066
68,-4.298443396226417,-0.03916590417502448,0.46248177041610083,0.830806577205658
69,-5.228893805309736,-0.036442430735526915,0.5317331105470657,0.8304349501927694
70,-4.0699122807017565,-0.039564328993825865,0.4219777713219325,0.8291889647642772
71,-3.995660377358492,-0.03862967850388183,0.33650849511226016,0.8186220973730087
72,-4.833491379310345,-0.041346080422711866,0.37207722415526706,0.8013447552919388
73,-4.110285714285715,-0.0341101295411742,0.42511262993017834,0.837333419919014
